score,srl_m_1,srl_m_2,srl_m_3,srl_m_4,srl_m_5,srl_m_6,srl_m_7,srl_m_8,srl_m_9,srl_m_10,srl_m_11,srl_m_12,srl_m_13,srl_m_14,srl_m_15,srl_m_16,srl_m_17,srl_m_18,srl_m_19,srl_m_20,srl_m_21,srl_m_22,srl_m_23,srl_m_24,srl_m_25,srl_m_26,srl_m_27,srl_m_28,srl_m_29,srl_m_30,srl_m_31,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26,s_27,s_28,s_29,s_30,s_31,s_32,s_33,s_34,s_35,s_36,s_37,s_38,s_39,s_40,s_41,s_42,s_43,s_44,s_45,s_46,s_47,s_48,srl_s_1,srl_s_2,srl_s_3,srl_s_4,srl_s_5,srl_s_6,srl_s_7,srl_s_8,srl_s_9,srl_s_10,srl_s_11,srl_s_12,srl_s_13,srl_s_14,srl_s_15,srl_s_16,srl_s_17,srl_s_18,srl_s_19,srl_s_20,srl_s_21,srl_s_22,srl_s_23,srl_s_24,srl_s_25,srl_s_26,srl_s_27,srl_s_28,srl_s_29,srl_s_30,srl_s_31,srl_s_32,srl_s_33,srl_s_34,srl_s_35,srl_s_36,srl_s_37,srl_s_38,srl_s_39,srl_s_40,srl_s_41,srl_s_42,srl_s_43,srl_s_44,srl_s_45,srl_s_46,srl_s_47,srl_s_48,srl_s_49,srl_s_50,ADD BOOKMARK,ADD MARKER,ADD MEMO,ADD_HW_MEMO,ADD_RECOMMENDATION,BOOKMARK_JUMP,CHANGE MEMO,CLEAR_HW_MEMO,CLOSE,CLOSE_RECOMMENDATION,DELETE BOOKMARK,DELETE MARKER,DELETE_MEMO,GETIT,LINK_CLICK,MEMO_JUMP,NEXT,NOTGETIT,OPEN,OPEN_RECOMMENDATION,PAGE_JUMP,PREV,REGIST CONTENTS,SEARCH,SEARCH_JUMP,UNDO_HW_MEMO
94,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,2,4,2,2,2,2,3,3,3,3,2,2,2,3,3,3,2,3,2,2,2,3,3,3,3,2,3,3,3,2,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,2,2,3,2,2,2,2,3,5.0,4,5,5,5.0,5,5,5,5.0,5,5,5.0,4,5,4.0,4.0,5.0,5.0,4.0,3,5,5,4.0,4,5.0,4,3.0,5.0,4.0,4.0,4,4,5,2,4,5,5,2,2,2.0,5,2,5,4,4,4,4,5,4,4,2,78,3,0,0,3,2,0,66,0,1,2,0,0,0,0,2576,0,115,0,26,1105,0,1,0,0
49,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5,5,1,3,4,3,3,3,3,3,2,2,3,2,4,3,3,3,4,3,2,2,1,2,2,2,2,2,3,4,3,4,2,3,3,3,3,3,2,4,3,2,2,2,4,2,2,2,2,4,3,4,4,3,3,4.0,3,4,3,3.0,5,5,3,3.0,5,4,4.0,3,4,4.0,4.0,4.0,4.0,4.0,3,3,3,4.0,2,3.0,3,3.0,3.0,3.0,2.0,3,4,3,3,2,5,5,3,3,2.0,4,3,3,4,4,4,4,4,5,5,3,79,6,0,0,3,2,0,43,0,2,6,0,2,0,0,1946,1,92,0,18,854,0,0,0,0
84,4,4,5,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4.0,3,4,2,4,2,1,1,3,3,2,2,2,3,2,2,3,3,2,2,4,3,3,2,2,2,3,2,2,3,3,3,3,2,2,2,3,3,3,3,3,3,2,2,3,3,3,3,1,1,4,2,2,2,2,2,4.0,5,4,5,3.0,4,4,4,5.0,3,5,5.0,2,4,3.0,4.0,3.0,4.0,4.0,4,3,4,4.0,4,3.0,4,4.0,2.0,4.0,3.0,4,5,4,4,4,4,5,4,5,4.0,4,4,4,2,2,2,2,4,5,3,2,237,13,0,0,0,35,0,195,0,2,25,0,1,0,0,4965,0,239,0,148,1932,0,0,0,0
98,4,4,5,4,4,3,5,3,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5.0,5,5,3,3,4,3,4,3,3,2,3,1,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3,2,3,4,3,2,3,3,3,3,3,3,3,2,3,3,2,3,2,3,2,4,2,3,3,5.0,5,4,5,5.0,5,5,5,5.0,5,5,5.0,5,5,5.0,5.0,5.0,5.0,5.0,4,5,5,4.0,4,4.0,3,3.0,5.0,5.0,5.0,5,5,5,3,5,4,5,4,4,3.0,4,3,5,3,4,4,2,4,4,4,1,56,30,1,0,0,17,0,116,0,1,0,0,0,0,0,4193,0,151,0,18,1922,0,0,0,0
94,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5.0,4,5,2,3,3,1,1,3,3,2,2,2,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,2,4,4,4,3,3,3,2,4,3,3,2,3,3,1,2,3,2,2,3,1,1,3,2,3,2,3,3,4.0,4,5,5,5.0,5,5,3,5.0,5,4,5.0,4,4,3.0,4.0,4.0,4.0,5.0,3,4,4,5.0,3,3.0,5,4.0,3.0,5.0,4.0,3,4,5,5,2,5,5,4,3,5.0,5,4,5,3,4,3,1,5,5,5,1,83,9,0,0,0,1,0,53,0,1,19,0,0,0,0,1920,0,84,0,24,815,0,0,0,0
85,5,5,5,4,5,4,3,3,5,5,5,5,4,5,5,3,4,5,5,3,4,4,4,4.0,4,4,3,3,3,2,3,3,2,3,3,2,3,2,3,3,4,3,3,4,2,3,2,2,2,3,4,1,4,4,2,3,2,3,3,3,3,4,2,2,3,2,2,4,4,2,3,1,2,4,2,2,2,2,3,4.0,3,4,3,5.0,4,5,3,4.0,4,4,3.0,3,4,4.0,4.0,4.0,4.0,4.0,4,3,3,4.0,4,4.0,3,4.0,4.0,4.0,4.0,5,5,4,4,4,5,5,3,3,4.0,4,5,4,4,3,3,2,4,4,4,1,111,12,0,0,0,20,0,95,0,1,13,2,0,0,0,3285,0,150,0,114,1348,0,0,0,0
89,4,4,4,4,3,3,4,2,5,3,4,5,3,4,4,3,3,3,4,4,4,4,4,4.0,4,4,3,3,3,3,3,2,3,2,3,1,1,1,1,1,3,2,2,2,1,2,3,3,3,2,1,1,3,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,4.0,3,3,3,3.0,4,5,3,3.0,4,3,4.0,4,3,3.0,3.0,4.0,4.0,4.0,2,3,5,3.0,3,3.0,3,5.0,3.0,5.0,4.0,3,4,3,2,4,4,4,3,3,3.0,3,4,3,4,3,3,1,3,3,2,2,29,7,2,0,0,8,0,31,0,2,0,0,0,0,0,1118,0,48,0,27,471,0,0,0,0
95,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5.0,5,5,5,5,5,5,5,4,4,4,4,1,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,5.0,5,5,5,5.0,5,5,5,5.0,5,5,5.0,5,5,5.0,5.0,5.0,5.0,5.0,5,5,5,5.0,5,5.0,5,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5.0,5,5,5,5,5,5,1,5,5,5,10,149,20,0,0,0,10,0,74,0,10,8,2,2,0,0,2723,1,124,0,14,965,0,0,0,0
59,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3,3,3,3,3,3,3,2,3,3,2,2,3,2,3,2,3,2,3,3,2,3,2,3,3,2,3,2,3,3,3,3,3,3,2,3,3,3,3,2,3,2,3,3,2,3,3,2,3,3,3,2,3,3,3,3.0,3,3,3,3.0,3,3,3,3.0,3,3,3.0,3,3,3.0,3.0,3.0,4.0,4.0,4,4,4,4.0,3,2.0,3,4.0,4.0,3.0,2.0,3,3,3,1,3,3,2,3,3,3.0,2,3,2,3,4,5,3,3,3,3,1,7,17,0,0,0,2,0,36,0,1,0,0,0,0,0,1328,0,65,0,10,495,0,0,0,0
59,4,3,3,4,3,4,4,3,3,4,4,3,4,3,4,3,3,4,3,3,4,4,4,4.0,3,3,4,3,4,4,3,2,3,3,2,2,3,2,3,2,3,2,3,3,2,3,2,3,3,2,3,2,3,3,3,3,3,3,2,3,3,3,3,2,3,2,3,3,2,3,3,2,3,3,3,2,3,3,3,3.0,3,3,3,3.0,3,3,3,3.0,3,3,3.0,3,3,3.0,3.0,3.0,4.0,4.0,4,4,4,4.0,3,2.0,3,4.0,4.0,3.0,2.0,3,3,3,1,3,3,2,3,3,3.0,2,3,2,3,4,5,3,3,3,3,1,7,17,0,0,0,2,0,36,0,1,0,0,0,0,0,1328,0,65,0,10,495,0,0,0,0
90,3,3,4,3,3,3,3,3,4,4,3,4,3,4,4,3,4,3,3,3,4,3,3,3.0,3,3,3,2,2,3,4,3,2,3,3,3,2,2,2,3,3,2,2,3,3,2,2,2,2,3,3,2,4,2,3,4,2,2,2,3,2,4,3,2,3,2,3,2,2,3,2,2,3,3,2,2,2,2,3,4.0,4,4,4,4.0,4,4,4,4.0,4,4,4.0,3,4,4.0,4.0,4.0,4.0,4.0,3,3,4,4.0,4,3.0,4,4.0,3.0,4.0,4.0,4,3,4,3,4,4,3,4,4,4.0,4,4,4,3,3,3,2,3,4,4,1,93,11,0,0,0,23,0,122,0,1,19,2,0,0,0,7038,0,198,0,75,4633,0,0,0,0
83,3,3,4,4,3,4,4,3,3,4,4,4,3,4,3,3,4,3,3,3,4,4,4,4.0,3,3,3,4,4,3,3,2,2,3,3,3,2,3,3,3,3,3,2,3,2,2,3,3,3,3,3,2,2,3,3,2,3,2,3,2,3,3,3,3,3,2,2,3,2,3,3,3,3,3,3,2,3,3,3,4.0,3,4,3,4.0,5,5,3,3.0,5,3,3.0,3,3,3.0,4.0,4.0,4.0,4.0,4,3,4,5.0,3,3.0,4,2.0,4.0,4.0,4.0,3,3,3,4,4,4,3,4,3,4.0,4,4,4,5,5,5,1,4,5,5,1,122,8,0,0,0,8,0,18,0,0,1,0,0,0,0,931,0,40,0,23,442,0,0,0,0
86,3,3,4,4,4,3,4,4,5,5,4,5,4,4,4,3,3,4,3,3,4,3,4,4.0,3,3,4,3,3,4,4,3,4,4,3,3,3,2,2,1,2,3,3,4,2,3,1,3,1,4,1,3,4,3,1,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,2,4,3,2,3,3,2,1.0,1,1,1,3.0,3,4,5,3.0,3,3,4.0,4,4,4.0,4.0,4.0,3.0,4.0,3,3,4,3.0,4,3.0,4,3.0,4.0,3.0,3.0,4,3,3,3,3,3,5,3,3,4.0,4,3,4,3,4,3,2,3,4,3,0,217,16,0,0,0,1,0,114,0,0,0,1,1,0,0,4998,0,151,0,3,2699,0,0,0,0
70,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5,5,4,4,2,3,5,4,4,4,4,1,4,3,4,4,3,3,4,2,3,4,3,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,2,3,3,3,2,4,3,3,4,4,4,4,5.0,5,5,5,5.0,5,5,5,5.0,5,5,5.0,5,5,4.0,5.0,5.0,5.0,5.0,4,4,5,5.0,5,4.0,4,5.0,5.0,5.0,5.0,5,5,5,2,3,4,5,1,4,4.0,5,5,5,4,5,5,1,5,5,5,0,70,13,20,0,0,13,2,46,0,0,15,1,1,0,0,1593,0,69,0,26,907,0,0,0,3
86,4,4,5,5,3,3,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4.0,4,4,3,3,4,4,4,3,3,3,3,1,2,2,2,3,3,2,2,3,2,3,3,3,2,3,3,2,4,3,4,3,3,3,2,4,3,4,2,3,3,2,4,3,3,3,3,1,3,3,4,1,2,3,2,5.0,5,5,5,4.0,5,5,5,5.0,5,4,4.0,5,5,5.0,5.0,4.0,5.0,4.0,5,3,4,4.0,4,4.0,4,4.0,4.0,4.0,5.0,4,4,4,3,4,5,5,1,4,1.0,5,1,5,3,4,4,3,4,4,4,2,55,6,1,0,0,11,0,56,0,2,11,0,1,0,0,2101,0,92,0,68,1070,0,5,1,1
97,5,5,5,5,4,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5,5,2,3,3,2,3,4,4,4,1,2,4,2,2,4,4,4,3,4,4,4,2,3,4,3,3,3,4,1,3,3,4,4,4,4,4,4,2,2,2,2,2,4,4,3,4,1,1,3,1,1,2,3,4,5.0,5,5,5,4.0,4,5,4,5.0,4,5,5.0,3,4,5.0,5.0,5.0,5.0,4.0,5,4,5,4.0,4,5.0,5,5.0,4.0,5.0,5.0,4,4,4,4,3,5,5,5,5,5.0,5,4,5,5,4,3,1,3,4,5,1,102,11,0,0,0,53,0,43,0,1,11,1,0,0,0,2619,0,70,0,3,1529,0,0,0,0
82,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,4.0,4,4,4,3.0,4,4,3,3.0,4,4,4.0,4,4,3.0,3.0,3.0,3.0,3.0,2,4,4,4.0,4,4.0,4,3.0,3.0,4.0,4.0,4,4,4,2,3,4,4,3,3,3.0,4,4,4,3,4,3,4,4,4,4,1,86,15,0,0,0,4,0,40,1,1,2,0,1,0,0,1806,1,85,0,88,903,0,0,0,0
95,4,4,5,2,5,5,5,2,4,4,5,5,5,5,4,1,4,4,5,4,5,3,4,3.0,4,3,4,3,5,5,3,2,1,3,2,2,3,1,1,3,4,2,3,1,1,3,1,1,4,3,1,3,3,4,4,3,1,1,2,3,1,3,2,2,2,2,2,2,1,3,3,1,1,4,1,1,1,1,3,4.0,3,4,4,4.0,4,5,5,4.0,5,5,5.0,4,5,4.0,5.0,5.0,4.0,4.0,3,4,4,2.0,2,4.0,2,4.0,1.0,5.0,5.0,3,3,2,1,5,4,5,4,5,1.0,5,2,5,3,4,3,2,3,3,4,0,58,14,0,0,0,6,0,75,0,0,2,3,0,0,0,1482,1,100,0,139,699,0,0,0,1
93,4,5,5,5,5,3,5,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5,5,1,3,1,2,1,3,4,3,2,3,2,1,1,1,4,2,1,4,1,1,1,3,4,4,3,1,4,3,4,1,3,4,1,3,4,3,1,1,1,1,1,4,1,1,4,1,1,4,1,1,1,1,4,4.0,5,5,5,3.0,5,5,5,5.0,4,5,5.0,5,5,4.0,4.0,5.0,4.0,5.0,4,3,5,5.0,4,3.0,5,5.0,3.0,5.0,5.0,3,3,5,5,5,5,5,5,5,5.0,5,5,5,5,5,5,1,3,5,5,4,157,16,2,0,7,23,2,66,0,0,6,1,0,0,0,2381,0,83,0,44,1348,0,0,0,2
90,4,4,5,4,4,3,4,2,4,5,4,5,4,5,4,3,4,4,3,3,4,3,3,3.0,3,3,2,3,4,4,3,3,2,3,2,3,3,2,3,3,3,2,2,3,2,2,3,2,3,3,3,2,3,3,3,3,3,3,2,3,2,3,2,2,2,2,3,3,3,2,2,1,1,3,3,3,3,2,2,4.0,5,4,4,4.0,4,4,5,4.0,4,5,5.0,4,4,4.0,3.0,4.0,4.0,4.0,4,4,4,4.0,4,4.0,4,4.0,4.0,4.0,4.0,4,4,4,4,3,4,4,4,4,4.0,4,4,4,3,4,3,2,4,4,4,0,113,13,0,0,0,126,0,102,0,0,3,0,1,0,0,4924,1,189,0,298,1898,0,0,0,0
38,3,3,4,3,4,4,3,4,4,3,3,4,3,4,4,4,4,4,2,3,3,2,2,3.0,2,3,4,4,4,3,3,2,1,3,3,1,1,1,2,2,1,4,2,1,1,1,1,2,2,3,2,1,3,3,2,3,3,3,2,2,3,2,2,1,2,2,2,3,3,1,4,1,3,2,2,4,2,3,3,4.0,3,4,4,3.0,3,4,4,4.0,3,4,4.0,3,4,4.0,4.0,4.0,3.0,3.0,3,3,4,4.0,3,3.0,4,3.0,4.0,4.0,3.0,4,3,4,3,3,4,4,3,3,3.0,4,2,3,2,4,3,3,4,4,4,0,83,9,0,0,0,1,0,51,0,0,14,1,2,0,0,2502,1,127,0,154,1020,0,0,0,0
70,4,5,4,4,4,3,3,3,4,4,2,4,2,4,4,4,2,2,3,2,4,2,2,3.0,2,2,2,2,3,5,5,3,3,3,3,2,2,2,3,4,3,2,2,4,2,1,1,3,3,3,2,1,2,2,3,2,1,1,2,3,3,4,2,1,2,2,1,4,2,4,3,1,1,3,3,1,1,1,3,4.0,3,4,4,3.0,4,4,4,4.0,4,4,5.0,3,5,5.0,5.0,4.0,5.0,3.0,1,3,3,4.0,4,4.0,4,3.0,3.0,4.0,2.0,3,5,3,3,4,4,2,4,4,2.0,4,1,4,1,3,2,3,4,4,2,1,81,15,0,0,0,14,0,95,0,0,19,1,2,2,0,3321,2,159,0,109,1584,0,0,0,0
